riskCategory,neighborhood,address,city,state,year,stories,retrofitLevel,occupancyType,occupantLoad,confirmationSource,FID,x,y
M,Green Lake,6403 Roosevelt Way NE,Seattle,Washington,1929,1,No visible,C,2,GSV,561,-122.317409995939,47.6751494535296
M,Downtown,1534 Pike Pl,Seattle,Washington,1910,3,Sub Alt,C/R,2,GSV,562,-122.341584053697,47.609345338401
M,Duwamish/SODO,4809 Airport Way S,Seattle,Washington,1942,1,No visible,I,1,GSV,563,-122.323309859434,47.559403955505
M,Green Lake,6423 Latona Ave NE,Seattle,Washington,1907,2,No visible,C,2,GSV,564,-122.325460244764,47.6757205584042
M,Downtown,1600 1st Ave,Seattle,Washington,1909,6,No visible,C/R,3,GSV,565,-122.341105025275,47.6100318301156
M,Duwamish/SODO,5021 Colorado Ave S,Seattle,Washington,1930,1,No visible,C,2,Field,566,-122.336840385753,47.5566894583677
M,Green Lake,7007 5th Ave NE,Seattle,Washington,1929,1,No visible,I,1,SIM,567,-122.322890272534,47.6797789005328
M,Downtown,213 Cherry St,Seattle,Washington,1900,5,Visible,C,2,Ph,568,-122.332419566932,47.6033032809059
M,Duwamish/SODO,5050 1st Ave S,Seattle,Washington,1938,1,Sub Alt,O,2,GSV,569,-122.33416901349,47.5563596162837
M,Downtown,216 James St,Seattle,Washington,1910,7,Visible,Mixed,3,GSV,570,-122.331779696057,47.6026564169943
M,Green Lake,7200 East Green Lake Dr N,Seattle,Washington,1927,1,No visible,C,2,GSV,571,-122.325880997677,47.6804490743625
H,Duwamish/SODO,526 1st Ave S,Seattle,Washington,1909,5,Permit,C/R,3,PR,572,-122.334158523863,47.5977495759341
M,Downtown,410 4th Ave,Seattle,Washington,1909,6,No visible,R,3,GSV,573,-122.329231869095,47.6021296014778
M,Green Lake,7200 Woodlawn Ave NE,Seattle,Washington,1912,2,No visible,C/R,2,GSV,574,-122.324741119125,47.680628564794
M,Duwamish/SODO,5300 Denver Ave S,Seattle,Washington,1953,1,No visible,O,2,GSV,575,-122.325462575893,47.554654459907
M,Downtown,509 3rd Ave,Seattle,Washington,1908,7,Sub Alt,Mixed,3,Ph,576,-122.331081549673,47.6023766918086
M,Green Lake,7203 Woodlawn Ave NE,Seattle,Washington,1921,1,No visible,C,2,WC,577,-122.324848346529,47.6806705235228
H,Duwamish/SODO,542 1st Ave S,Seattle,Washington,1904,4,Permit,C/O,3,GSV,578,-122.334158523863,47.5970199605705
M,Downtown,521 3rd Ave,Seattle,Washington,1900,4,No visible,C/R,3,Ph,579,-122.330903010408,47.6021983091035
H,Duwamish/SODO,548 1st Ave S,Seattle,Washington,1904,4,Permit,I,2,GSV,580,-122.334158523863,47.5967588836761
H,Green Lake,7220 Woodlawn Ave NE,Seattle,Washington,1921,2,Permit,P,3,GSV,581,-122.325023174853,47.6810306695033
H,Duwamish/SODO,55 S Atlantic St,Seattle,Washington,1904,4,Permit,C/O,3,GSV,582,-122.336202846006,47.5902622732698
M,Downtown,524 2nd Ave,Seattle,Washington,1900,5,Permit,C/O,3,GSV,583,-122.332346139539,47.6021412565769
M,Green Lake,7301 Roosevelt Way NE,Seattle,Washington,1931,1,No visible,C,2,GSV,584,-122.317540533726,47.6817684438963
M,Downtown,600 Western Ave,Seattle,Washington,1913,3,Permit,C/R,2,GSV,585,-122.335438264715,47.6019885734829
H,Green Lake,7312 West Green Lake Dr N,Seattle,Washington,1927,1,No visible,P,3,GSV,586,-122.340823486078,47.68250115915
M,Greenwood/Phinney Ridge,8537 Greenwood Ave N,Seattle,Washington,1926,2,No visible,C/R,2,GSV,587,-122.355340690464,47.6916392358352
H,Downtown,605 1st Ave,Seattle,Washington,1900,6,Visible,C/O,3,GSV,588,-122.334200482373,47.6020107183497
H,Green Lake,7364 East Green Lake Dr N,Seattle,Washington,1910,2,Permit,P,3,PR,589,-122.327053511125,47.681394311726
M,Greenwood/Phinney Ridge,8550 Greenwood Ave N,Seattle,Washington,1928,1,No visible,C,2,Field,590,-122.355259104572,47.691409628376
H,Downtown,606 1st Ave,Seattle,Washington,1892,6,Permit,P,3,Field,591,-122.334118895582,47.6021587398264
H,Green Lake,7400 Woodlawn Ave NE,Seattle,Washington,1918,2,No visible,P,3,GSV,592,-122.326884511071,47.6823850043073
M,Greenwood/Phinney Ridge,8558 Greenwood Ave N,Seattle,Washington,1928,1,No visible,C,3,Field,593,-122.355259104572,47.6915797944962
M,Downtown,606 2nd Ave,Seattle,Washington,1900,6,Permit,C/R,2,Ph,594,-122.332775050951,47.6026016375763
H,Greenwood/Phinney Ridge,8580 Greenwood Ave N,Seattle,Washington,1928,1,No visible,P,3,Field,595,-122.355268428186,47.6922499684948
M,Duwamish/SODO,553 1st Ave S,Seattle,Washington,1910,3,No visible,C/O,2,GSV,596,-122.334240109755,47.596749559607
M,Green Lake,7706 Aurora Ave N,Seattle,Washington,1930,1,No visible,C,2,GSV,597,-122.344398785401,47.6850004319749
H,Downtown,606 Post Ave,Seattle,Washington,1900,5,Visible,C/R,2,GSV,598,-122.334848511748,47.6019384561499
C,Green Lake,7901 Stone Ave N,Seattle,Washington,1913,2,No visible,S,3,GSV,599,-122.341829978286,47.6863582631055
H,Duwamish/SODO,562 1st Ave S,Seattle,Washington,1909,7,No visible,C/O,2,GSV,600,-122.334141040851,47.5964476895495
M,Highland Park,1100 SW Cloverdale St,Seattle,Washington,1938,1,No visible,G,1,PR,601,-122.349421500614,47.526508140135
M,Downtown,614 1st Ave,Seattle,Washington,1902,3,Visible,C/O,3,Field,602,-122.334123377277,47.6019042393719
M,Green Lake,7918 Aurora Ave N,Seattle,Washington,1929,1,No visible,C,2,PR,603,-122.344398785401,47.6867195744452
M,Duwamish/SODO,590 1st Ave S,Seattle,Washington,1903,2,Sub Alt,C/R,3,PR,604,-122.334058288945,47.5958707574259
M,Interbay,1038 Elliott Ave W,Seattle,Washington,1925,2,No visible,I,1,Field,605,-122.370620663341,47.6283036926634
M,Downtown,616 1st Ave,Seattle,Washington,1902,7,Visible,C/O,3,Field,606,-122.334123214682,47.6019135855395
M,Green Lake,8061 Densmore Ave N,Seattle,Washington,1929,1,Permit,G,2,GSV,607,-122.337810099136,47.6885284616478
M,Duwamish/SODO,617 S Dearborn St,Seattle,Washington,1915,1,No visible,C,2,PR,608,-122.325349520219,47.5958124809777
M,Interbay,1461 Elliott Ave W,Seattle,Washington,1937,2,Permit,C,2,GSV,609,-122.375058964276,47.631715170693
M,Downtown,619 3rd Ave,Seattle,Washington,1911,6,Permit,C/R,3,GSV,610,-122.331924220613,47.6032578250762
C,Greenwood/Phinney Ridge,120 N 79th St,Seattle,Washington,1922,3,Permit,S,3,PR,611,-122.356968922849,47.6862463729898
M,Duwamish/SODO,655 S Edmunds St,Seattle,Washington,1930,1,No visible,I,1,GSV,612,-122.324499855894,47.5597419566977
M,Interbay,3202 15th Ave W,Seattle,Washington,1921,1,No visible,C,2,PR,613,-122.376098608809,47.6485814162998
H,Downtown,619 Post Ave,Seattle,Washington,1901,5,Permit,C,2,GSV,614,-122.335014015559,47.6023673675292
H,Greenwood/Phinney Ridge,121 N 80th St,Seattle,Washington,1931,1,Permit,P,3,PR,615,-122.357009716245,47.6869316992809
M,Interbay,3208 15th Ave W,Seattle,Washington,1926,1,No visible,C,1,PR,616,-122.376118422949,47.6488413273627
C,Greenwood/Phinney Ridge,144 NW 80th St,Seattle,Washington,1908,3,Permit,S,3,Ph,617,-122.359309287489,47.6869864786246
M,Downtown,620 1st Ave,Seattle,Washington,1906,10,Sub Alt,C/R,3,Field,618,-122.334122889492,47.6019322784755
M,Duwamish/SODO,804 6th Ave S,Seattle,Washington,1924,2,No visible,C/O,2,SIM,619,-122.326319233602,47.5956283287922
M,Interbay,904 Elliott Ave W,Seattle,Washington,1931,2,No visible,C,2,PR,620,-122.369051872479,47.6271544896253
M,Greenwood/Phinney Ridge,213 N 85th St,Seattle,Washington,1919,3,No visible,C/R,2,Ph,621,-122.355968906597,47.6905716190865
H,Downtown,625 1st Ave,Seattle,Washington,1900,4,Permit,C/O,2,GSV,622,-122.334303047521,47.602537533852
M,Duwamish/SODO,820 1st Ave S,Seattle,Washington,1920,2,No visible,C/O,2,GSV,623,-122.33405711305,47.5954344251798
M,Greenwood/Phinney Ridge,517 NW 65th St,Seattle,Washington,1922,1,No visible,C,1,GSV,624,-122.363659010045,47.6759618209505
H,Judkins Park,104 17th Ave S,Seattle,Washington,1913,3,Permit,P,3,GSV,625,-122.31022922468,47.6013894961573
M,Downtown,627 1st Ave,Seattle,Washington,1908,3,Permit,C/O,2,GSV,626,-122.334324027674,47.6025573477278
M,Duwamish/SODO,83 S Jackson St,Seattle,Washington,1909,3,Permit,C/O,3,PR,627,-122.335149215602,47.5991715106749
M,Greenwood/Phinney Ridge,5705 Phinney Ave N,Seattle,Washington,1930,3,No visible,R,2,GSV,628,-122.354430419502,47.6706796825515
M,Judkins Park,109 18th Ave S,Seattle,Washington,1911,1,No visible,C,1,GSV,629,-122.308999600838,47.6013393788561
H,Downtown,809 Western Ave,Seattle,Washington,1906,4,Sub Alt,C,2,GSV,630,-122.336342708306,47.6030771697589
M,Greenwood/Phinney Ridge,6001 Phinney Ave N,Seattle,Washington,1920,1,No visible,O,2,GSV,631,-122.354419929875,47.6726295984325
M,Judkins Park,1300 S Dearborn St,Seattle,Washington,1932,1,Visible,C,2,GSV,632,-122.315719990903,47.5958567710843
H,Downtown,810 4th Ave,Seattle,Washington,1907,6,No visible,P,3,GSV,633,-122.331876434732,47.6050119334244
H,Duwamish/SODO,83 S King St,Seattle,Washington,1904,7,Permit,C/O,3,PR,634,-122.33503965707,47.5982915431117
M,Greenwood/Phinney Ridge,6206 Phinney Ave N,Seattle,Washington,1927,2,No visible,C/R,2,GSV,635,-122.354318529842,47.6740888297665
M,Judkins Park,1419 S Jackson St,Seattle,Washington,1925,2,Permit,C/R,2,GSV,636,-122.313119714906,47.5992123039996
H,Downtown,811 1st Ave,Seattle,Washington,1900,6,Permit,C/O,3,GSV,637,-122.335252946763,47.6035771779883
M,Duwamish/SODO,85 S Atlantic St,Seattle,Washington,1937,2,No visible,C,2,Ph,638,-122.33538931282,47.5902517836013
H,Judkins Park,1427 S Main St,Seattle,Washington,1947,1,No visible,P,3,GSV,639,-122.312569589321,47.5999722234769
M,Downtown,811 5th Ave,Seattle,Washington,1902,5,Sub Alt,P,2,PR,640,-122.330917995206,47.6055801890491
H,Greenwood/Phinney Ridge,6615 Dayton Ave N,Seattle,Washington,1917,3,Permit,P,3,GSV,641,-122.352690297457,47.6773989078708
M,Duwamish/SODO,85 S Lander St,Seattle,Washington,1926,1,No visible,C,2,Field,642,-122.334699324935,47.5797714243413
M,Judkins Park,1432 S Jackson St,Seattle,Washington,1925,1,No visible,I,1,GSV,643,-122.312408747766,47.5992670833321
H,Downtown,83 Columbia St,Seattle,Washington,1914,4,No visible,C/O,3,SIM,644,-122.335888445538,47.6028852992328
M,Greenwood/Phinney Ridge,7219 Greenwood Ave N,Seattle,Washington,1926,2,Sub Alt,C,2,PR,645,-122.355369829117,47.6814001395125
H,Duwamish/SODO,900 1st Ave S,Seattle,Washington,1904,4,No visible,C/O,3,GSV,646,-122.334088591814,47.5947879885926
M,Judkins Park,1713 E Yesler Way,Seattle,Washington,1912,1,No visible,C,2,GSV,647,-122.309598678318,47.6016715519683
H,Duwamish/SODO,100 S King St,Seattle,Washington,1907,6,Permit,C/O,3,Field,648,-122.334139874837,47.5983265085433
M,Greenwood/Phinney Ridge,7223 Aurora Ave N,Seattle,Washington,1926,1,No visible,C,1,GSV,649,-122.344599255236,47.6816833609267
H,Duwamish/SODO,97 S Jackson St,Seattle,Washington,1905,5,Permit,Mixed,3,GSV,650,-122.334618904158,47.5991820003726
M,Judkins Park,1723 S Jackson St,Seattle,Washington,1924,1,No visible,O,2,GSV,651,-122.309469304747,47.5992216282356
H,Duwamish/SODO,1000 1st Ave S,Seattle,Washington,1910,6,Sub Alt,C/O,3,GSV,652,-122.33414919935,47.5938369243011
M,Greenwood/Phinney Ridge,7401 Aurora Ave N,Seattle,Washington,1927,2,No visible,C/O,2,Field,653,-122.344640048631,47.6828185777409
C,Fauntleroy/Seaview,4320 SW Myrtle St,Seattle,Washington,1910,3,Permit,S,3,PR,654,-122.388491586805,47.5398966411391
C,Judkins Park,1902 S Main St,Seattle,Washington,1920,1,Visible,S,2,GSV,655,-122.307349223185,47.6000270026195
M,Duwamish/SODO,1003 6th Ave S,Seattle,Washington,1928,2,Permit,C,2,GSV,656,-122.325990556209,47.5942098907782
M,Greenwood/Phinney Ridge,7411 Aurora Ave N,Seattle,Washington,1923,1,No visible,C,2,GSV,657,-122.344659861873,47.6831880477882
M,Fauntleroy/Seaview,6045 California Ave SW,Seattle,Washington,1926,1,No visible,C,1,Field,658,-122.387259631835,47.5471601639639
M,Judkins Park,2000 S Jackson St,Seattle,Washington,1914,1,No visible,C,2,GSV,659,-122.3060997861,47.5992868972351
H,Duwamish/SODO,1014 1st Ave S,Seattle,Washington,1907,4,Sub Alt,C/O,2,GSV,660,-122.33414919935,47.5937087171043
M,Greenwood/Phinney Ridge,7413 Greenwood Ave N,Seattle,Washington,1925,1,No visible,C,3,SIM,661,-122.355360504605,47.6829596054155
M,Fauntleroy/Seaview,6056 California Ave SW,Seattle,Washington,1926,1,No visible,O,1,SIM,662,-122.387179211057,47.5469888322705
C,Duwamish/SODO,1022 1st Ave S,Seattle,Washington,1909,4,Permit,S,2,GSV,663,-122.334158523863,47.5933986885954
H,Judkins Park,604 20th Ave S,Seattle,Washington,1911,1,No visible,P,3,PR,664,-122.306328227677,47.5972903607425
M,Greenwood/Phinney Ridge,7503 Aurora Ave N,Seattle,Washington,1929,2,No visible,C/R,2,GSV,665,-122.344659861873,47.6834293102768
H,Fauntleroy/Seaview,6459 California Ave SW,Seattle,Washington,1928,1,No visible,P,3,Field,666,-122.387270121462,47.5450482410227
H,Duwamish/SODO,111 S Jackson St,Seattle,Washington,1904,5,Permit,C,3,GSV,667,-122.333729611552,47.5991924900684
C,Judkins Park,620 20th Ave S,Seattle,Washington,1922,2,Permit,S,3,PR,668,-122.306318903165,47.5969500291493
M,Greenwood/Phinney Ridge,7601 Greenwood Ave N,Seattle,Washington,1928,1,No visible,C/O,2,GSV,669,-122.355340690464,47.6842288572864
M,Duwamish/SODO,115 S Jackson St,Seattle,Washington,1900,2,No visible,C/O,3,GSV,670,-122.333389280315,47.5991924900684
M,Fauntleroy/Seaview,6501 California Ave SW,Seattle,Washington,1920,1,No visible,C,2,PR,671,-122.387270121462,47.5446892608467
M,Judkins Park,624 Rainier Ave S,Seattle,Washington,1923,2,No visible,C/O,2,GSV,672,-122.312242077941,47.5968602840316
M,Greenwood/Phinney Ridge,7613 Greenwood Ave N,Seattle,Washington,1928,1,No visible,C,1,Ph,673,-122.355350014977,47.684438650629
H,Duwamish/SODO,1201 1st Ave S,Seattle,Washington,1914,2,No visible,P,3,PR,674,-122.334250599383,47.5920093880629
C,Laurelhurst/Sand Point,4530 46th Ave NE,Seattle,Washington,1950,2,Permit,S,3,PR,675,-122.27831844181,47.6621900326218
M,Fauntleroy/Seaview,7101 California Ave SW,Seattle,Washington,1926,1,No visible,R,2,GSV,676,-122.387329562985,47.5397392955331
M,Greenwood/Phinney Ridge,7619 6th Ave NW,Seattle,Washington,1927,1,No visible,O,1,SIM,677,-122.36336063642,47.684549375628
M,Duwamish/SODO,123 S Jackson St,Seattle,Washington,1902,2,No visible,C/R,2,GSV,678,-122.333159672725,47.5991924900684
C,Laurelhurst/Sand Point,6200 NE 74th St,Seattle,Washington,1937,3,Permit,S,3,PR,679,-122.262998842449,47.6821763759867
M,Fauntleroy/Seaview,7124 47th Ave SW,Seattle,Washington,1907,3,No visible,O,2,Ph,680,-122.39307907545,47.5388977901343
M,Greenwood/Phinney Ridge,7700 6th Ave NW,Seattle,Washington,1928,1,No visible,C,2,GSV,681,-122.363279050528,47.68490952144
H,Duwamish/SODO,1518 1st Ave S,Seattle,Washington,1907,6,Permit,C/R,3,GSV,682,-122.334158523863,47.5895897676104
M,Laurelhurst/Sand Point,6222 NE 74th St,Seattle,Washington,1937,3,Sub Alt,O,3,PR,683,-122.262388069802,47.6821741207468
M,Fauntleroy/Seaview,8603 Fauntleroy Way SW,Seattle,Washington,1940,1,No visible,G,2,Field,684,-122.392795476417,47.5254719769967
H,Greenwood/Phinney Ridge,7800 Greenwood Ave N,Seattle,Washington,1922,2,No visible,P,3,Field,685,-122.355259104572,47.6857405371461
M,Fauntleroy/Seaview,8603 Fauntleroy Way SW,Seattle,Washington,1940,1,No visible,G,1,Field,686,-122.392795476417,47.5254719769967
H,Duwamish/SODO,1530 1st Ave S,Seattle,Washington,1937,1,Sub Alt,P,3,PR,687,-122.334158523863,47.5892692496744
M,Laurelhurst/Sand Point,6305 NE 74th St,Seattle,Washington,1936,2,No visible,G,1,Report,688,-122.261639845036,47.6821122724627
M,Greenwood/Phinney Ridge,7900 1st Ave NW,Seattle,Washington,1931,2,No visible,R,2,HL,689,-122.357928145706,47.6864095458691
C,Fauntleroy/Seaview,9131 California Ave SW,Seattle,Washington,1917,1,Permit,S,2,PR,690,-122.387499729052,47.5219895856219
M,Duwamish/SODO,1534 1st Ave S,Seattle,Washington,1928,2,No visible,C/O,3,GSV,691,-122.334158523863,47.5890186628021
M,Laurelhurst/Sand Point,6327 NE 74th St,Seattle,Washington,1939,1,No visible,G,1,Report,692,-122.260808829736,47.6821122724627
M,Greenwood/Phinney Ridge,8408 Greenwood Ave N,Seattle,Washington,1927,1,No visible,C,2,SIM,693,-122.355259104572,47.6901893286727
M,Duwamish/SODO,1563 6th Ave S,Seattle,Washington,1931,1,No visible,C,2,GSV,694,-122.326019694862,47.5888892902345
M,Fauntleroy/Seaview,9251 45th Ave SW,Seattle,Washington,1926,1,No visible,C,2,GSV,695,-122.39027949563,47.5207156717945
M,Laurelhurst/Sand Point,7101 62nd Ave NE,Seattle,Washington,1929,3,No visible,V,,DON,696,-122.262310019679,47.6805493096613
M,Greenwood/Phinney Ridge,8410 Greenwood Ave N,Seattle,Washington,1927,1,No visible,C,2,PR,697,-122.355259104572,47.6903082114292
H,Duwamish/SODO,166 S King St,Seattle,Washington,1907,7,Permit,C/O,3,PR,698,-122.332029117787,47.5983265085433
M,First Hill,1000 Madison St,Seattle,Washington,1930,2,No visible,C,2,Field,699,-122.326060488257,47.6089758683246
M,Greenwood/Phinney Ridge,8417 Greenwood Ave N,Seattle,Washington,1945,1,No visible,C,2,Field,700,-122.355336223142,47.6903371512707
M,Laurelhurst/Sand Point,7561 63rd Ave NE,Seattle,Washington,1929,2,Visible,G,2,DON,701,-122.261720265813,47.6843605612118
M,Greenwood/Phinney Ridge,8500 Greenwood Ave N,Seattle,Washington,1928,2,No visible,C/O,2,Field,702,-122.355248614944,47.690849012955
M,First Hill,1005 Terry Ave,Seattle,Washington,1908,7,No visible,R,3,GSV,703,-122.326642082725,47.6092474343146
H,Duwamish/SODO,1700 1st Ave S,Seattle,Washington,1935,2,Permit,P,3,GSV,704,-122.33416901349,47.5878799491794
M,Laurelhurst/Sand Point,7727 63rd Ave NE,Seattle,Washington,1929,2,No visible,G,2,DON,705,-122.261709776186,47.6854887845439
M,Greenwood/Phinney Ridge,8516 Greenwood Ave N,Seattle,Washington,1925,1,No visible,C,3,Field,706,-122.355248614944,47.6908699924461
M,Duwamish/SODO,1701 1st Ave S,Seattle,Washington,1910,3,No visible,C/O,2,GSV,707,-122.334250599383,47.5880291363491
M,Laurelhurst/Sand Point,7737 62nd Ave NE,Seattle,Washington,1930,1,No visible,G,1,DON,708,-122.264676790297,47.6868350151258
M,First Hill,1006 Spring St,Seattle,Washington,1928,10,No visible,R,3,Field,709,-122.326721337489,47.6096751805022
M,Laurelhurst/Sand Point,7777 62nd Ave NE,Seattle,Washington,1938,1,No visible,C,2,Report,710,-122.264750619237,47.6877801978581
M,First Hill,1016 Madison St,Seattle,Washington,1929,1,No visible,C,3,Field,711,-122.32550103816,47.6092054757104
M,First Hill,1018 9th Ave,Seattle,Washington,1923,5,No visible,R,3,GSV,712,-122.327735340511,47.6088511576022
M,Licton Springs,10325 Aurora Ave N,Seattle,Washington,1931,1,No visible,C,2,GSV,713,-122.344729793023,47.7040683454254
M,Licton Springs,10326 Aurora Ave N,Seattle,Washington,1928,1,No visible,C,3,GSV,714,-122.344648207131,47.7040800001627
M,First Hill,1019 Terry Ave,Seattle,Washington,1924,6,Permit,R,3,GSV,715,-122.326742317643,47.6093465036291
M,First Hill,1020 Seneca St,Seattle,Washington,1925,6,No visible,R,3,GSV,716,-122.32683089692,47.6106262451743
M,Licton Springs,10333 Aurora Ave N,Seattle,Washington,1926,1,Visible,C,3,GSV,717,-122.344740282651,47.7041883935083
M,First Hill,104 12th Ave,Seattle,Washington,1926,2,Permit,C,2,GSV,718,-122.316738656181,47.6019093182844
M,Licton Springs,9710 Aurora Ave N,Seattle,Washington,1948,1,Visible,C,2,GSV-R,719,-122.344598089223,47.699950561638
M,First Hill,105 14th Ave,Seattle,Washington,1910,3,Permit,O,3,GSV,720,-122.314180338694,47.6019186426454
C,Madison Park,1617 38th Ave E,Seattle,Washington,1913,3,Permit,S,3,Field,721,-122.284090098645,47.6340508736757
H,First Hill,1100 Pike St,Seattle,Washington,1908,3,Sub Alt,P,3,GSV,722,-122.328730695405,47.613556363331
H,Madison Park,1642 43rd Ave E,Seattle,Washington,1910,2,No visible,P,3,GSV,723,-122.277138934977,47.6345905094919
H,First Hill,1119 8th Ave,Seattle,Washington,1916,3,Sub Alt,P,3,PR,724,-122.329603670113,47.6091378759016
C,Madison Park,408 Lake Washington Blvd E,Seattle,Washington,1915,3,No visible,S,3,GSV,725,-122.286263794359,47.622985423582
M,First Hill,1203 James St,Seattle,Washington,1925,3,No visible,R,2,PR,726,-122.321274821379,47.6069891831233
M,First Hill,1210 9th Ave,Seattle,Washington,1945,3,No visible,O,3,SIM,727,-122.328717321287,47.6099381787742
M,Madison Park,4130 E Madison St,Seattle,Washington,1928,1,Visible,C/O,2,Field,728,-122.278595836179,47.6354343464809
M,First Hill,1218 Terry Ave,Seattle,Washington,1925,5,No visible,O,3,GSV,729,-122.328034879251,47.6108313768302
M,Madison Park,4218 E Madison St,Seattle,Washington,1919,1,No visible,P,2,Field,730,-122.277765985096,47.6360042860346
M,First Hill,124 13th Ave,Seattle,Washington,1918,4,Sub Alt,R,2,GSV,731,-122.314858671836,47.6024699332995
M,Madison Park,4230 E Madison St,Seattle,Washington,1919,1,No visible,C,2,Field,732,-122.277366211439,47.6362746868546
M,First Hill,1317 Boren Ave,Seattle,Washington,1925,5,No visible,R,2,PR,733,-122.327604802724,47.6119374555903
M,Madrona/Leschi,1134 33rd Ave,Seattle,Washington,1919,1,Sub Alt,G,2,GSV,734,-122.290318639533,47.6126472575573
M,First Hill,1400 Boren Ave,Seattle,Washington,1925,4,No visible,R,3,Field,735,-122.328255162328,47.6127719683117
M,Madrona/Leschi,1408 34th Ave,Seattle,Washington,1924,1,No visible,C,2,Field,736,-122.289259181758,47.6131973832453
M,First Hill,1420 Boren Ave,Seattle,Washington,1925,4,No visible,R,2,Ph,737,-122.328536052941,47.6130715071491
M,Madrona/Leschi,2513 S Jackson St,Seattle,Washington,1924,1,No visible,C,2,Field,738,-122.299440002672,47.5992321179233
M,First Hill,1431 Minor Ave,Seattle,Washington,1909,7,Permit,R,3,GSV,739,-122.327643264093,47.6136775777338
C,Madrona/Leschi,2712 S Jackson St,Seattle,Washington,1926,1,No visible,S,3,GSV,740,-122.296798933279,47.5992472700273
M,First Hill,151 11th Ave,Seattle,Washington,1901,4,No visible,R,3,GSV,741,-122.318150100834,47.6028603830392
M,First Hill,1512 5th Ave,Seattle,Washington,1904,4,No visible,C,2,PR,742,-122.335925452534,47.6110819634134
M,Madrona/Leschi,2713 S Jackson St,Seattle,Washington,1907,2,Permit,C,2,GSV,743,-122.296710354002,47.5991924900684
M,First Hill,1520 5th Ave,Seattle,Washington,1900,3,No visible,C/O,2,PR,744,-122.336085128974,47.6112614537577
H,Madrona/Leschi,2801 S Jackson St,Seattle,Washington,1932,2,No visible,P,3,GSV,745,-122.295970248209,47.5991820003726
H,First Hill,160 Broadway,Seattle,Washington,1922,2,No visible,P,3,Field,746,-122.320718907949,47.6032298527043
H,Madrona/Leschi,3201 E Republican St,Seattle,Washington,1913,1,Permit,P,3,SIM,747,-122.290050570574,47.6233420726341
M,First Hill,420 Terry Ave,Seattle,Washington,1925,4,Permit,R,2,GSV-R,748,-122.32278537536,47.6051016784901
M,First Hill,423 Terry Ave,Seattle,Washington,1911,5,Permit,R,2,GSV,749,-122.322893768777,47.6051378095376
M,First Hill,452 12th Ave,Seattle,Washington,1923,2,No visible,C/R,2,GSV,750,-122.316728166554,47.6056692868895
M,Madrona/Leschi,3309 E Union St,Seattle,Washington,1929,1,No visible,C,1,GSV,751,-122.289809307343,47.6128722027609
M,Madrona/Leschi,800 Lake Washington Blvd,Seattle,Washington,1922,1,Visible,P,2,Ph,752,-122.282971535318,47.6092341540787
M,Madrona/Leschi,917 34th Ave,Seattle,Washington,,1,No visible,G,1,GSV,753,-122.289400210071,47.6108616803709
C,Madrona/Leschi,924 35th Ave,Seattle,Washington,1900,1,Permit,S,3,GSV,754,-122.288238186251,47.6110085358357
C,Magnolia,2418 28th Ave W,Seattle,Washington,1927,2,Permit,S,3,GSV,755,-122.392968350905,47.6405999327704
M,Miller Park,1000 Turner Way E,Seattle,Washington,1910,1,No visible,O,2,GSV,756,-122.302163823073,47.6276183671072
M,Miller Park,128 16th Ave E,Seattle,Washington,1906,2,No visible,O,2,SIM,757,-122.311378427745,47.6194480690344
M,Miller Park,1608 E Republican St,Seattle,Washington,1922,4,No visible,R,2,GSV,758,-122.310989143715,47.6232872930837
M,Miller Park,1619 E John St,Seattle,Washington,1927,5,Visible,R,2,GSV,759,-122.310649977593,47.6196415451644
M,Miller Park,1914 E Mercer St,Seattle,Washington,1912,2,No visible,R,2,GSV,760,-122.306669724927,47.6244364963828
H,Miller Park,1919 E Prospect St,Seattle,Washington,1924,1,No visible,P,3,PR,761,-122.3063795107,47.6286218798039
M,Miller Park,317 18th Ave E,Seattle,Washington,1916,3,No visible,R,2,GSV,762,-122.30873968948,47.6210494937812
M,Miller Park,400 15th Ave E,Seattle,Washington,1920,2,Visible,O,2,Ph,763,-122.312588237447,47.622239490157
M,Miller Park,620 19th Ave E,Seattle,Washington,1907,2,No visible,R,2,GSV,764,-122.307268802407,47.6249201870435
C,Miller Park,728 21st Ave E,Seattle,Washington,1908,4,Permit,S,3,PR,765,-122.304729133945,47.6264388599537
H,Miller Park,732 18th Ave E,Seattle,Washington,1923,2,No visible,P,3,PR,766,-122.30858817154,47.626229066545
C,Montlake/Portage Bay,1617 Interlaken Dr E,Seattle,Washington,1911,4,Permit,S,3,Ph,767,-122.307436637347,47.6343609021888
M,Montlake/Portage Bay,2305 24th Ave E,Seattle,Washington,1922,1,No visible,C,2,GSV,768,-122.302099720193,47.6397374477327
M,Montlake/Portage Bay,2351 10th Ave E,Seattle,Washington,1930,1,No visible,C,2,GSV,769,-122.320110505956,47.6410801273652
M,Montlake/Portage Bay,2409 10th Ave E,Seattle,Washington,1921,1,No visible,C,2,GSV,770,-122.320110505956,47.6417293219652
C,Montlake/Portage Bay,2515 Boylston Ave E,Seattle,Washington,1917,3,Permit,S,3,Field,771,-122.323480025502,47.6425102206082
M,Mt. Baker/North Rainier,1400 31st Ave S,Seattle,Washington,1931,1,No visible,C,2,Field,772,-122.292358300318,47.5902098249064
H,Mt. Baker/North Rainier,1501 32nd Ave S,Seattle,Washington,1947,1,No visible,P,3,SIM,773,-122.291520291634,47.5891795047126
